Date,Checkpoint,Direction,HK_Residents,Mainland_Visitors,Other_Visitors,Total_Passengers,Private_Cars,Tour_Buses,Cross_Border_Shuttle_Buses,Trucks_Containers
2021-03,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-03,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-03,Man Kam To,Inbound,0,0,0,0,0,0,0,27897
2021-03,Man Kam To,Outbound,0,0,0,0,0,0,0,24994
2021-03,Airport,Inbound,12938,126,518,13582,0,0,0,0
2021-03,Airport,Outbound,20619,378,863,21860,0,0,0,0
2021-03,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,8557
2021-03,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,13637
2021-03,Shenzhen Bay,Inbound,40374,4155,53,44582,123,61,0,98782
2021-03,Shenzhen Bay,Outbound,20510,2605,59,23174,300,26,0,112807
2021-03,Port Control,Inbound,0,0,0,0,0,0,0,0
2021-03,Port Control,Outbound,0,0,0,0,0,0,0,0
2021-03,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-03,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-03,Hong Kong-Zhuhai-Macau Bridge,Inbound,3371,156,95,3622,43,0,616,5551
2021-03,Hong Kong-Zhuhai-Macau Bridge,Outbound,3641,275,55,3971,5,0,615,6005
2021-03,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2021-03,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2021-03,Luohu,Inbound,0,0,0,0,0,0,0,0
2021-03,Luohu,Outbound,0,0,0,0,0,0,0,0
2021-03,Lok Ma Chau,Inbound,0,0,0,0,0,0,0,92031
2021-03,Lok Ma Chau,Outbound,0,0,0,0,0,0,0,69748
2021-03,Lok Ma Chau Loop,Inbound,0,0,0,0,0,0,0,0
2021-03,Lok Ma Chau Loop,Outbound,0,0,0,0,0,0,0,0
2021-03,Heung Yuen Wai,Inbound,0,0,0,0,0,0,0,21777
2021-03,Heung Yuen Wai,Outbound,0,0,0,0,0,0,0,27741
2021-03,West Kowloon (High-speed Rail),Inbound,0,0,0,0,0,0,0,0
2021-03,West Kowloon (High-speed Rail),Outbound,0,0,0,0,0,0,0,0
2021-04,China Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-04,China Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-04,Kai Tak Cruise Terminal,Inbound,0,0,0,0,0,0,0,0
2021-04,Kai Tak Cruise Terminal,Outbound,0,0,0,0,0,0,0,0
2021-04,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-04,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-04,Man Kam To,Inbound,0,0,0,0,0,0,0,29968
2021-04,Man Kam To,Outbound,0,0,0,0,0,0,0,27868
2021-04,Airport,Inbound,11761,110,517,12388,0,0,0,0
2021-04,Airport,Outbound,21413,259,964,22636,0,0,0,0
2021-04,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,8015
2021-04,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,12969
2021-04,Shenzhen Bay,Inbound,34236,3459,58,37753,131,76,0,95818
2021-04,Shenzhen Bay,Outbound,23430,2733,57,26220,277,25,0,112512
2021-04,Port Control,Inbound,0,0,0,0,0,0,0,0
2021-04,Port Control,Outbound,0,0,0,0,0,0,0,0
2021-04,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-04,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-04,Hong Kong-Zhuhai-Macau Bridge,Inbound,3186,121,173,3480,43,0,434,5306
2021-04,Hong Kong-Zhuhai-Macau Bridge,Outbound,3611,225,55,3891,9,0,447,5737
2021-04,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2021-04,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2021-04,Luohu,Inbound,0,0,0,0,0,0,0,0
2021-04,Luohu,Outbound,0,0,0,0,0,0,0,0
2021-04,Lok Ma Chau,Inbound,0,0,0,0,0,0,0,87602
2021-04,Lok Ma Chau,Outbound,0,0,0,0,0,0,0,63413
2021-04,Lok Ma Chau Loop,Inbound,0,0,0,0,0,0,0,0
2021-04,Lok Ma Chau Loop,Outbound,0,0,0,0,0,0,0,0
2021-04,Heung Yuen Wai,Inbound,0,0,0,0,0,0,0,20457
2021-04,Heung Yuen Wai,Outbound,0,0,0,0,0,0,0,24510
2021-04,West Kowloon (High-speed Rail),Inbound,0,0,0,0,0,0,0,0
2021-04,West Kowloon (High-speed Rail),Outbound,0,0,0,0,0,0,0,0
2021-05,China Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-05,China Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-05,Kai Tak Cruise Terminal,Inbound,0,0,0,0,0,0,0,0
2021-05,Kai Tak Cruise Terminal,Outbound,0,0,0,0,0,0,0,0
2021-05,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-05,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-05,Man Kam To,Inbound,0,0,0,0,0,0,0,33599
2021-05,Man Kam To,Outbound,0,0,0,0,0,0,0,31245
2021-05,Airport,Inbound,14930,154,563,15647,0,0,0,0
2021-05,Airport,Outbound,25239,267,1104,26610,0,0,0,0
2021-05,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,7401
2021-05,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,13309
2021-05,Shenzhen Bay,Inbound,30516,3304,54,33874,135,77,0,101080
2021-05,Shenzhen Bay,Outbound,25632,3040,64,28736,252,62,0,117890
2021-05,Port Control,Inbound,0,0,0,0,0,0,0,0
2021-05,Port Control,Outbound,0,0,0,0,0,0,0,0
2021-05,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-05,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-05,Hong Kong-Zhuhai-Macau Bridge,Inbound,3282,132,157,3571,55,4,471,5178
2021-05,Hong Kong-Zhuhai-Macau Bridge,Outbound,5293,328,75,5696,15,3,462,5431
2021-05,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2021-05,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2021-05,Luohu,Inbound,0,0,0,0,0,0,0,0
2021-05,Luohu,Outbound,0,0,0,0,0,0,0,0
2021-05,Lok Ma Chau,Inbound,0,0,0,0,0,0,0,82351
2021-05,Lok Ma Chau,Outbound,0,0,0,0,0,0,0,58963
2021-05,Lok Ma Chau Loop,Inbound,0,0,0,0,0,0,0,0
2021-05,Lok Ma Chau Loop,Outbound,0,0,0,0,0,0,0,0
2021-05,Heung Yuen Wai,Inbound,0,0,0,0,0,0,0,19387
2021-05,Heung Yuen Wai,Outbound,0,0,0,0,0,0,0,22104
2021-05,West Kowloon (High-speed Rail),Inbound,0,0,0,0,0,0,0,0
2021-05,West Kowloon (High-speed Rail),Outbound,0,0,0,0,0,0,0,0
2021-06,China Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-06,China Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-06,Kai Tak Cruise Terminal,Inbound,0,0,0,0,0,0,0,0
2021-06,Kai Tak Cruise Terminal,Outbound,0,0,0,0,0,0,0,0
2021-06,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-06,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-06,Man Kam To,Inbound,0,0,0,0,0,0,0,35992
2021-06,Man Kam To,Outbound,0,0,0,0,0,0,0,34766
2021-06,Airport,Inbound,21663,565,390,22618,0,0,0,0
2021-06,Airport,Outbound,35352,639,837,36828,0,0,0,0
2021-06,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,7386
2021-06,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,14990
2021-06,Shenzhen Bay,Inbound,24698,3453,53,28204,80,106,0,101781
2021-06,Shenzhen Bay,Outbound,18425,3181,52,21658,133,94,0,126129
2021-06,Port Control,Inbound,0,0,0,0,0,0,0,0
2021-06,Port Control,Outbound,0,0,0,0,0,0,0,0
2021-06,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-06,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-06,Hong Kong-Zhuhai-Macau Bridge,Inbound,3993,194,139,4326,59,4,474,5828
2021-06,Hong Kong-Zhuhai-Macau Bridge,Outbound,5716,482,82,6280,17,2,448,6301
2021-06,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2021-06,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2021-06,Luohu,Inbound,0,0,0,0,0,0,0,0
2021-06,Luohu,Outbound,0,0,0,0,0,0,0,0
2021-06,Lok Ma Chau,Inbound,0,0,0,0,0,0,0,95924
2021-06,Lok Ma Chau,Outbound,0,0,0,0,0,0,0,61153
2021-06,Lok Ma Chau Loop,Inbound,0,0,0,0,0,0,0,0
2021-06,Lok Ma Chau Loop,Outbound,0,0,0,0,0,0,0,0
2021-06,Heung Yuen Wai,Inbound,0,0,0,0,0,0,0,20339
2021-06,Heung Yuen Wai,Outbound,0,0,0,0,0,0,0,23293
2021-06,West Kowloon (High-speed Rail),Inbound,0,0,0,0,0,0,0,0
2021-06,West Kowloon (High-speed Rail),Outbound,0,0,0,0,0,0,0,0
2021-07,China Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-07,China Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-07,Kai Tak Cruise Terminal,Inbound,0,0,0,0,0,0,0,0
2021-07,Kai Tak Cruise Terminal,Outbound,1014,0,0,1014,0,0,0,0
2021-07,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-07,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-07,Man Kam To,Inbound,0,0,0,0,0,0,0,34888
2021-07,Man Kam To,Outbound,0,0,0,0,0,0,0,33100
2021-07,Airport,Inbound,20397,525,444,21366,0,0,0,0
2021-07,Airport,Outbound,49832,753,698,51283,0,0,0,0
2021-07,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,8092
2021-07,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,14841
2021-07,Shenzhen Bay,Inbound,35800,4331,105,40236,125,45,0,102222
2021-07,Shenzhen Bay,Outbound,38373,5491,63,43927,183,91,0,123358
2021-07,Port Control,Inbound,0,0,0,0,0,0,0,0
2021-07,Port Control,Outbound,0,0,0,0,0,0,0,0
2021-07,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-07,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-07,Hong Kong-Zhuhai-Macau Bridge,Inbound,5088,280,149,5517,74,3,494,6087
2021-07,Hong Kong-Zhuhai-Macau Bridge,Outbound,8802,578,93,9473,29,3,497,6331
2021-07,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2021-07,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2021-07,Luohu,Inbound,0,0,0,0,0,0,0,0
2021-07,Luohu,Outbound,0,0,0,0,0,0,0,0
2021-07,Lok Ma Chau,Inbound,0,0,0,0,0,0,0,90914
2021-07,Lok Ma Chau,Outbound,0,0,0,0,0,0,0,61486
2021-07,Lok Ma Chau Loop,Inbound,0,0,0,0,0,0,0,0
2021-07,Lok Ma Chau Loop,Outbound,0,0,0,0,0,0,0,0
2021-07,Heung Yuen Wai,Inbound,0,0,0,0,0,0,0,22584
2021-07,Heung Yuen Wai,Outbound,0,0,0,0,0,0,0,25090
2021-07,West Kowloon (High-speed Rail),Inbound,0,0,0,0,0,0,0,0
2021-07,West Kowloon (High-speed Rail),Outbound,0,0,0,0,0,0,0,0
2021-08,China Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-08,China Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-08,Kai Tak Cruise Terminal,Inbound,17046,0,0,17046,0,0,0,0
2021-08,Kai Tak Cruise Terminal,Outbound,17034,0,0,17034,0,0,0,0
2021-08,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-08,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-08,Man Kam To,Inbound,0,0,0,0,0,0,0,34637
2021-08,Man Kam To,Outbound,0,0,0,0,0,0,0,33413
2021-08,Airport,Inbound,29916,386,875,31177,0,0,0,0
2021-08,Airport,Outbound,46973,523,812,48308,0,0,0,0
2021-08,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,8656
2021-08,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,14928
2021-08,Shenzhen Bay,Inbound,75072,7150,144,82366,188,59,0,106664
2021-08,Shenzhen Bay,Outbound,28580,3481,92,32153,182,39,0,125988
2021-08,Port Control,Inbound,0,0,0,0,0,0,0,0
2021-08,Port Control,Outbound,0,0,0,0,0,0,0,0
2021-08,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-08,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-08,Hong Kong-Zhuhai-Macau Bridge,Inbound,5752,299,182,6233,50,0,428,6182
2021-08,Hong Kong-Zhuhai-Macau Bridge,Outbound,5465,302,117,5884,14,0,426,6436
2021-08,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2021-08,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2021-08,Luohu,Inbound,0,0,0,0,0,0,0,0
2021-08,Luohu,Outbound,0,0,0,0,0,0,0,0
2021-08,Lok Ma Chau,Inbound,0,0,0,0,0,0,0,87866
2021-08,Lok Ma Chau,Outbound,0,0,0,0,0,0,0,60487
2021-08,Lok Ma Chau Loop,Inbound,0,0,0,0,0,0,0,0
2021-08,Lok Ma Chau Loop,Outbound,0,0,0,0,0,0,0,0
2021-08,Heung Yuen Wai,Inbound,0,0,0,0,0,0,0,23509
2021-08,Heung Yuen Wai,Outbound,0,0,0,0,0,0,0,26339
2021-08,West Kowloon (High-speed Rail),Inbound,0,0,0,0,0,0,0,0
2021-08,West Kowloon (High-speed Rail),Outbound,0,0,0,0,0,0,0,0
2021-09,China Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-09,China Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-09,Kai Tak Cruise Terminal,Inbound,17369,0,0,17369,0,0,0,0
2021-09,Kai Tak Cruise Terminal,Outbound,17984,0,0,17984,0,0,0,0
2021-09,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-09,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-09,Man Kam To,Inbound,0,0,0,0,0,0,0,34290
2021-09,Man Kam To,Outbound,0,0,0,0,0,0,0,34387
2021-09,Airport,Inbound,23575,296,964,24835,0,0,0,0
2021-09,Airport,Outbound,44049,766,1073,45888,0,0,0,0
2021-09,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,8150
2021-09,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,14209
2021-09,Shenzhen Bay,Inbound,39387,5649,210,45246,215,78,0,104749
2021-09,Shenzhen Bay,Outbound,21446,2927,125,24498,261,33,0,120845
2021-09,Port Control,Inbound,0,0,0,0,0,0,0,0
2021-09,Port Control,Outbound,0,0,0,0,0,0,0,0
2021-09,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-09,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-09,Hong Kong-Zhuhai-Macau Bridge,Inbound,4266,417,265,4948,73,0,498,6084
2021-09,Hong Kong-Zhuhai-Macau Bridge,Outbound,5868,369,131,6368,26,0,522,6383
2021-09,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2021-09,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2021-09,Luohu,Inbound,0,0,0,0,0,0,0,0
2021-09,Luohu,Outbound,0,0,0,0,0,0,0,0
2021-09,Lok Ma Chau,Inbound,0,0,0,0,0,0,0,86977
2021-09,Lok Ma Chau,Outbound,0,0,0,0,0,0,0,61668
2021-09,Lok Ma Chau Loop,Inbound,0,0,0,0,0,0,0,0
2021-09,Lok Ma Chau Loop,Outbound,0,0,0,0,0,0,0,0
2021-09,Heung Yuen Wai,Inbound,0,0,0,0,0,0,0,23365
2021-09,Heung Yuen Wai,Outbound,0,0,0,0,0,0,0,25923
2021-09,West Kowloon (High-speed Rail),Inbound,0,0,0,0,0,0,0,0
2021-09,West Kowloon (High-speed Rail),Outbound,0,0,0,0,0,0,0,0
2021-10,China Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-10,China Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-10,Kai Tak Cruise Terminal,Inbound,25404,0,0,25404,0,0,0,0
2021-10,Kai Tak Cruise Terminal,Outbound,25409,0,0,25409,0,0,0,0
2021-10,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-10,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-10,Man Kam To,Inbound,0,0,0,0,0,0,0,33589
2021-10,Man Kam To,Outbound,0,0,0,0,0,0,0,34055
2021-10,Airport,Inbound,23552,272,1196,25020,0,0,0,0
2021-10,Airport,Outbound,31462,954,1107,33523,0,0,0,0
2021-10,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,7229
2021-10,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,11618
2021-10,Shenzhen Bay,Inbound,26730,5460,314,32504,176,70,0,101433
2021-10,Shenzhen Bay,Outbound,21352,3142,95,24589,191,45,0,114710
2021-10,Port Control,Inbound,0,0,0,0,0,0,0,0
2021-10,Port Control,Outbound,0,0,0,0,0,0,0,0
2021-10,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-10,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-10,Hong Kong-Zhuhai-Macau Bridge,Inbound,2840,363,151,3354,52,6,524,5699
2021-10,Hong Kong-Zhuhai-Macau Bridge,Outbound,5025,440,145,5610,22,6,515,5859
2021-10,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2021-10,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2021-10,Luohu,Inbound,0,0,0,0,0,0,0,0
2021-10,Luohu,Outbound,0,0,0,0,0,0,0,0
2021-10,Lok Ma Chau,Inbound,0,0,0,0,0,0,0,73628
2021-10,Lok Ma Chau,Outbound,0,0,0,0,0,0,0,53608
2021-10,Lok Ma Chau Loop,Inbound,0,0,0,0,0,0,0,0
2021-10,Lok Ma Chau Loop,Outbound,0,0,0,0,0,0,0,0
2021-10,Heung Yuen Wai,Inbound,0,0,0,0,0,0,0,20496
2021-10,Heung Yuen Wai,Outbound,0,0,0,0,0,0,0,21944
2021-10,West Kowloon (High-speed Rail),Inbound,0,0,0,0,0,0,0,0
2021-10,West Kowloon (High-speed Rail),Outbound,0,0,0,0,0,0,0,0
2021-11,China Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-11,China Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-11,Kai Tak Cruise Terminal,Inbound,23701,0,0,23701,0,0,0,0
2021-11,Kai Tak Cruise Terminal,Outbound,24878,0,0,24878,0,0,0,0
2021-11,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-11,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-11,Man Kam To,Inbound,0,0,0,0,0,0,0,35466
2021-11,Man Kam To,Outbound,0,0,0,0,0,0,0,35070
2021-11,Airport,Inbound,23584,596,1290,25470,0,0,0,0
2021-11,Airport,Outbound,29680,837,1344,31861,0,0,0,0
2021-11,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,8665
2021-11,Sha Tau Kok,Outbound,0,0,0,0,0,0,0,14109
2021-11,Shenzhen Bay,Inbound,26141,4778,263,31182,242,133,0,109408
2021-11,Shenzhen Bay,Outbound,20334,3353,89,23776,275,99,0,125059
2021-11,Port Control,Inbound,0,0,0,0,0,0,0,0
2021-11,Port Control,Outbound,0,0,0,0,0,0,0,0
2021-11,Hong Kong-Macau Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-11,Hong Kong-Macau Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-11,Hong Kong-Zhuhai-Macau Bridge,Inbound,3116,298,362,3776,64,0,557,6467
2021-11,Hong Kong-Zhuhai-Macau Bridge,Outbound,4619,481,186,5286,24,0,560,6576
2021-11,Hung Hom,Inbound,0,0,0,0,0,0,0,0
2021-11,Hung Hom,Outbound,0,0,0,0,0,0,0,0
2021-11,Luohu,Inbound,0,0,0,0,0,0,0,0
2021-11,Luohu,Outbound,0,0,0,0,0,0,0,0
2021-11,Lok Ma Chau,Inbound,0,0,0,0,0,0,0,83688
2021-11,Lok Ma Chau,Outbound,0,0,0,0,0,0,0,61033
2021-11,Lok Ma Chau Loop,Inbound,0,0,0,0,0,0,0,0
2021-11,Lok Ma Chau Loop,Outbound,0,0,0,0,0,0,0,0
2021-11,Heung Yuen Wai,Inbound,0,0,0,0,0,0,0,23375
2021-11,Heung Yuen Wai,Outbound,0,0,0,0,0,0,0,25322
2021-11,West Kowloon (High-speed Rail),Inbound,0,0,0,0,0,0,0,0
2021-11,West Kowloon (High-speed Rail),Outbound,0,0,0,0,0,0,0,0
2021-12,China Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-12,China Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-12,Kai Tak Cruise Terminal,Inbound,40675,0,0,40675,0,0,0,0
2021-12,Kai Tak Cruise Terminal,Outbound,42499,0,0,42499,0,0,0,0
2021-12,Tuen Mun Ferry Terminal,Inbound,0,0,0,0,0,0,0,0
2021-12,Tuen Mun Ferry Terminal,Outbound,0,0,0,0,0,0,0,0
2021-12,Man Kam To,Inbound,0,0,0,0,0,0,0,37931
2021-12,Man Kam To,Outbound,0,0,0,0,0,0,0,39460
2021-12,Airport,Inbound,25892,401,976,27269,0,0,0,0
2021-12,Airport,Outbound,41999,703,1623,44325,0,0,0,0
2021-12,Sha Tau Kok,Inbound,0,0,0,0,0,0,0,8979
