"关卡","年月","行驶方向","车辆种类","车流量"
"LMC","201404","IB","23",24316
"LMC","201404","OB","25",10495
"LMC","201405","OB","1",143398
"LMC","201405","IB","1",145423
"LMC","201405","OB","25",10236
"LMC","201405","IB","23",23700
"LMC","201405","IB","25",10023
"LMC","201405","OB","23",24632
"LMC","201405","OB","36",188999
"LMC","201405","IB","36",210164
"LMC","201406","OB","36",186034
"LMC","201406","OB","1",138989
"LMC","201406","IB","36",206807
"LMC","201406","IB","1",140428
"LMC","201406","OB","23",23113
"LMC","201406","IB","23",23382
"LMC","201406","OB","25",9990
"LMC","201406","IB","25",9979
"LMC","201407","OB","23",24370
"LMC","201407","OB","1",146457
"LMC","201407","OB","36",199803
"LMC","201407","OB","25",11388
"LMC","201407","IB","25",11244
"LMC","201407","IB","23",24292
"LMC","201407","IB","1",147903
"LMC","201407","IB","36",223803
"LMC","201408","IB","1",153278
"LMC","201408","OB","23",24926
"LMC","201408","OB","36",187645
"LMC","201408","IB","23",24319
"LMC","201408","IB","25",11160
"LMC","201408","OB","25",11823
"LMC","201408","IB","36",214564
"LMC","201408","OB","1",149992
"LMC","201409","OB","1",140963
"LMC","201409","OB","25",9980
"LMC","201409","IB","25",9603
"LMC","201409","IB","23",23128
"LMC","201409","OB","23",23555
"LMC","201409","OB","36",207667
"LMC","201409","IB","1",142301
"LMC","201409","IB","36",228781
"LMC","201410","OB","36",188093
"LMC","201410","IB","1",148055
"LMC","201410","OB","1",146118
"LMC","201410","IB","25",10910
"LMC","201410","OB","25",10506
"LMC","201410","OB","23",24300
"LMC","201410","IB","36",211407
"LMC","201410","IB","23",24462
"LMC","201411","OB","36",197514
"LMC","201411","IB","1",145359
"LMC","201411","OB","23",23517
"LMC","201411","IB","36",219415
"LMC","201411","IB","25",10666
"LMC","201411","OB","25",10403
"LMC","201411","OB","1",142703
"LMC","201411","IB","23",23609
"LMC","201412","OB","1",148961
"LMC","201412","OB","23",24637
"LMC","201412","IB","25",10877
"LMC","201412","IB","1",150314
"LMC","201412","IB","23",24972
"LMC","201412","OB","25",10678
"LMC","201412","OB","36",201516
"LMC","201412","IB","36",223223
"LMC","201501","OB","36",192724
"LMC","201501","OB","23",24312
"LMC","201501","IB","23",24441
"LMC","201501","IB","25",10272
"LMC","201501","OB","25",10227
"LMC","201501","OB","1",148786
"LMC","201501","IB","36",213014
"LMC","201501","IB","1",150567
"LMC","201502","IB","1",127945
"LMC","201502","OB","23",22161
"LMC","201502","IB","25",8926
"LMC","201502","OB","36",120965
"LMC","201502","IB","23",22434
"LMC","201502","IB","36",136166
"LMC","201502","OB","1",126544
"LMC","201502","OB","25",8679
"LMC","201503","OB","25",9561
"LMC","201503","IB","25",9743
"LMC","201503","OB","36",179787
"LMC","201503","IB","1",146349
"LMC","201503","OB","23",24598
"LMC","201503","IB","23",24137
"LMC","201503","OB","1",144590
"LMC","201503","IB","36",202033
"LMC","201504","OB","36",184596
"LMC","201504","IB","36",206554
"LMC","201504","OB","25",10398
"LMC","201504","OB","1",143198
"LMC","201504","IB","1",146023
"LMC","201504","OB","23",24218
"LMC","201504","IB","25",10822
"LMC","201504","IB","23",24005
"LMC","201505","OB","25",10150
"LMC","201505","IB","36",202142
"LMC","201505","OB","1",140407
"LMC","201505","OB","36",179544
"LMC","201505","IB","23",24408
"LMC","201505","OB","23",24129
"LMC","201505","IB","25",10315
"LMC","201505","IB","1",143472
"LMC","201506","IB","1",142393
"LMC","201506","OB","23",23434
"LMC","201506","IB","25",9879
"LMC","201506","IB","36",208333
"LMC","201506","OB","25",9859
"LMC","201506","OB","1",141097
"LMC","201506","IB","23",23470
"LMC","201506","OB","36",187003
"LMC","201507","IB","36",217694
"LMC","201507","IB","1",143703
"LMC","201507","IB","23",23973
"LMC","201507","OB","25",10234
"LMC","201507","OB","23",24192
"LMC","201507","OB","36",193031
"LMC","201507","OB","1",141285
"LMC","201507","IB","25",10599
"LMC","201508","IB","1",147523
"LMC","201508","OB","1",145238
"LMC","201508","IB","36",211229
"LMC","201508","OB","23",25174
"LMC","201508","OB","36",188642
"LMC","201508","IB","23",24243
"LMC","201508","IB","25",11409
"LMC","201508","OB","25",10967
"LMC","201509","OB","25",10036
"LMC","201509","IB","1",142136
"LMC","201509","OB","1",139970
"LMC","201509","IB","23",23249
"LMC","201509","OB","36",190387
"LMC","201509","OB","23",23140
"LMC","201509","IB","25",10056
"LMC","201509","IB","36",209189
"LMC","201510","OB","25",10539
"LMC","201510","IB","23",24010
"LMC","201510","OB","23",24771
"LMC","201510","IB","25",10622
"LMC","201510","OB","36",178579
"LMC","201510","IB","1",148865
"LMC","201510","OB","1",146877
"LMC","201510","IB","36",192646
"LMC","201511","IB","23",23929
"LMC","201511","OB","25",10607
"LMC","201511","OB","36",188077
"LMC","201511","OB","1",141598
"LMC","201511","IB","1",143372
"LMC","201511","IB","36",202493
"LMC","201511","OB","23",24333
"LMC","201511","IB","25",10458
"LMC","201512","OB","25",10403
"LMC","201512","IB","23",24114
"LMC","201512","OB","36",192879
"LMC","201512","OB","1",146490
"LMC","201512","OB","23",24263
"LMC","201512","IB","1",148655
"LMC","201512","IB","25",10342
"LMC","201512","IB","36",209361
"LMC","201601","IB","23",25002
"LMC","201601","OB","25",9053
"LMC","201601","OB","23",25155
"LMC","201601","IB","36",196451
"LMC","201601","IB","25",9186
"LMC","201601","IB","1",153602
"LMC","201601","OB","36",179648
"LMC","201601","OB","1",151229
"LMC","201602","OB","23",23054
"LMC","201602","IB","1",122147
"LMC","201602","OB","1",121168
"LMC","201602","IB","36",108083
"LMC","201602","IB","23",22802
"LMC","201602","IB","25",7911
"LMC","201602","OB","36",100338
"LMC","201602","OB","25",7646
"LMC","201603","IB","1",147174
"LMC","201603","OB","23",24768
"LMC","201603","IB","23",24776
"LMC","201603","IB","36",195814
"LMC","201603","OB","25",9657
"LMC","201603","OB","36",180268
"LMC","201603","OB","1",145103
"LMC","201603","IB","25",9619
"LMC","201604","IB","25",10129
"LMC","201604","OB","1",148686
"LMC","201604","OB","25",9887
"LMC","201604","IB","36",187308
"LMC","201604","IB","23",24078
"LMC","201604","OB","36",170630
"LMC","201604","OB","23",24801
"LMC","201604","IB","1",151633
"LMC","201605","OB","36",168746
"LMC","201605","IB","1",150538
"LMC","201605","IB","36",181603
"LMC","201605","IB","23",24602
"LMC","201605","OB","25",10397
"LMC","201605","OB","23",24240
"LMC","201605","OB","1",148633
"LMC","201605","IB","25",9964
"LMC","201606","OB","1",146772
"LMC","201606","OB","23",23566
"LMC","201606","IB","1",149538
"LMC","201606","IB","25",9145
"LMC","201606","OB","25",9408
"LMC","201606","IB","23",23633
"LMC","201606","IB","36",188189
"LMC","201606","OB","36",174826
"LMC","201607","IB","36",188902
"LMC","201607","OB","1",150663
"LMC","201607","OB","36",176142
"LMC","201607","OB","23",24491
"LMC","201607","OB","25",10559
"LMC","201607","IB","25",10932
"LMC","201607","IB","23",24270
"LMC","201607","IB","1",153919
"LMC","201608","OB","23",24317
"LMC","201608","OB","1",149218
"LMC","201608","IB","1",150918
"LMC","201608","IB","23",23759
"LMC","201608","OB","25",10167
"LMC","201608","OB","36",179302
"LMC","201608","IB","36",195703
"LMC","201608","IB","25",10055
"LMC","201609","IB","1",150637
"LMC","201609","IB","25",9306
"LMC","201609","OB","36",184999
"LMC","201609","OB","1",148260
"LMC","201609","IB","23",23722
"LMC","201609","OB","23",24194
"LMC","201609","OB","25",9726
"LMC","201609","IB","36",200349
"LMC","201610","IB","23",23902
"LMC","201610","OB","1",152836
"LMC","201610","IB","1",155224
"LMC","201610","OB","25",9915
"LMC","201610","OB","36",166017
"LMC","201610","IB","25",9889
"LMC","201610","OB","23",24005
"LMC","201610","IB","36",176071
"LMC","201611","OB","1",149656
"LMC","201611","IB","23",23836
"LMC","201611","IB","1",151823
"LMC","201611","IB","36",208248
"LMC","201611","OB","36",197092
"LMC","201611","OB","25",11396
"LMC","201611","IB","25",10422
"LMC","201611","OB","23",23032
"LMC","201612","OB","36",193818
"LMC","201612","IB","36",207471
"LMC","201612","OB","23",24605
"LMC","201612","OB","1",155365
"LMC","201612","OB","25",10584
"LMC","201612","IB","1",157605
"LMC","201612","IB","23",25030
"LMC","201612","IB","25",10576
"LMC","201701","IB","25",9312
"LMC","201701","OB","25",9402
"LMC","201701","IB","36",166761
"LMC","201701","IB","1",152000
"LMC","201701","IB","23",24962
"LMC","201701","OB","36",154976
"LMC","201701","OB","1",150627
"LMC","201701","OB","23",25044
"LMC","201702","OB","23",22314
"LMC","201702","IB","1",131071
"LMC","201702","OB","25",8188
"LMC","201702","OB","36",132083
"LMC","201702","IB","25",8627
"LMC","201702","IB","23",21959
"LMC","201702","OB","1",129699
"LMC","201702","IB","36",139153
"LMC","201703","IB","36",201520
"LMC","201703","OB","25",10153
"LMC","201703","IB","25",10166
"LMC","201703","OB","23",24938
"LMC","201703","IB","23",24682
"LMC","201703","OB","1",152288
"LMC","201703","IB","1",155145
"LMC","201703","OB","36",188320
"LMC","201704","IB","23",24921
"LMC","201704","OB","1",147988
"LMC","201704","IB","1",150729
"LMC","201704","OB","23",25149
"LMC","201704","IB","25",10644
"LMC","201704","OB","25",10899
"LMC","201704","IB","36",177732
"LMC","201704","OB","36",165773
"LMC","201705","IB","23",24897
"LMC","201705","OB","1",148632
"LMC","201705","IB","1",150369
"LMC","201705","OB","23",24827
"LMC","201705","OB","36",171969
"LMC","201705","IB","36",186068
"LMC","201705","OB","25",10397
"LMC","201705","IB","25",10534
"LMC","201706","IB","1",146545
"LMC","201706","OB","1",143453
"LMC","201706","IB","23",23423
"LMC","201706","IB","36",195640
"LMC","201706","OB","25",9840
"LMC","201706","IB","25",9648
"LMC","201706","OB","23",24188
"LMC","201706","OB","36",180265
"LMC","201707","IB","1",150871
"LMC","201707","OB","1",148716
"LMC","201707","IB","23",24451
"LMC","201707","OB","23",25139
"LMC","201707","IB","25",11113
"LMC","201707","OB","25",11114
"LMC","201707","IB","36",188658
"LMC","201707","OB","36",174612
"LMC","201708","OB","36",180058
"LMC","201708","IB","36",196293
"LMC","201708","IB","1",155050
"LMC","201708","OB","1",153148
"LMC","201708","IB","23",24332
"LMC","201708","OB","23",24093
"LMC","201708","IB","25",10580
"LMC","201708","OB","25",10952
"LMC","201709","OB","36",188257
"LMC","201709","OB","1",149906
"LMC","201709","IB","23",24114
"LMC","201709","OB","23",23806
"LMC","201709","IB","25",10035
"LMC","201709","OB","25",10018
"LMC","201709","IB","36",201443
"LMC","201709","IB","1",152240
"LMC","201710","IB","36",168112
"LMC","201710","OB","36",162021
"LMC","201710","OB","25",10678
"LMC","201710","IB","25",10678
"LMC","201710","OB","23",25904
"LMC","201710","IB","23",25542
"LMC","201710","OB","1",148053
"LMC","201710","IB","1",149655
"LMC","201711","OB","1",143677
"LMC","201711","OB","36",187938
"LMC","201711","IB","36",195638
"LMC","201711","OB","25",11356
"LMC","201711","IB","25",11845
"LMC","201711","OB","23",24645
"LMC","201711","IB","23",23833
"LMC","201711","IB","1",145843
"LMC","201712","IB","36",186680
"LMC","201712","OB","36",178632
"LMC","201712","OB","1",146341
"LMC","201712","IB","23",25383
"LMC","201712","OB","23",25746
"LMC","201712","IB","25",11045
"LMC","201712","OB","25",11264
"LMC","201712","IB","1",147965
"LMC","201801","IB","1",151190
"LMC","201801","OB","1",151203
"LMC","201801","IB","23",24745
"LMC","201801","OB","23",24755
"LMC","201801","IB","25",10734
"LMC","201801","OB","25",11166
"LMC","201801","IB","36",190338
"LMC","201801","OB","36",181661
"LMC","201802","OB","36",106199
"LMC","201802","IB","36",111442
"LMC","201802","OB","25",7910
"LMC","201802","IB","25",8075
"LMC","201802","OB","23",22143
"LMC","201802","IB","23",22210
"LMC","201802","IB","1",124157
"LMC","201802","OB","1",123627
"LMC","201803","IB","1",148546
"LMC","201803","OB","1",147249
"LMC","201803","OB","36",175879
"LMC","201803","IB","36",184489
"LMC","201803","OB","25",8625
"LMC","201803","IB","25",10959
"LMC","201803","OB","23",22396
"LMC","201803","IB","23",21554
"LMC","201804","IB","36",173402
"LMC","201804","IB","1",143860
"LMC","201804","OB","1",142192
"LMC","201804","IB","23",24281
"LMC","201804","OB","23",24179
"LMC","201804","IB","25",10846
"LMC","201804","OB","25",10935
"LMC","201804","OB","36",161613
"LMC","201805","IB","1",144248
"LMC","201805","OB","1",143089
"LMC","201805","IB","23",24688
"LMC","201805","OB","23",24645
"LMC","201805","IB","25",11141
"LMC","201805","OB","25",11578
"LMC","201805","IB","36",178811
"LMC","201805","OB","36",169526
"LMC","201806","OB","1",137253
"LMC","201806","IB","23",23536
"LMC","201806","OB","23",23441
"LMC","201806","IB","25",10034
"LMC","201806","OB","25",10369
"LMC","201806","IB","36",171508
"LMC","201806","OB","36",163725
"LMC","201806","IB","1",138858
"LMC","201807","IB","23",23910
"LMC","201807","OB","23",24288
"LMC","201807","IB","25",11219
"LMC","201807","OB","25",11392
"LMC","201807","IB","36",174514
"LMC","201807","OB","36",167712
"LMC","201807","OB","1",141717
"LMC","201807","IB","1",142450
"LMC","201808","OB","23",23969
"LMC","201808","OB","36",175702
"LMC","201808","IB","36",183333
"LMC","201808","OB","25",11133
"LMC","201808","IB","25",10674
"LMC","201808","IB","23",24198
"LMC","201808","OB","1",147397
"LMC","201808","IB","1",148779
"LMC","201809","OB","23",22076
"LMC","201809","IB","1",133223
"LMC","201809","OB","25",9248
"LMC","201809","IB","25",8841
"LMC","201809","OB","1",132083
"LMC","201809","IB","23",22138
"LMC","201809","OB","36",161482
"LMC","201809","IB","36",166696
"LMC","201810","IB","36",158957
"LMC","201810","OB","25",10806
"LMC","201810","IB","25",10598
"LMC","201810","IB","1",141206
"LMC","201810","OB","1",140705
"LMC","201810","IB","23",24124
"LMC","201810","OB","23",24936
"LMC","201810","OB","36",152128
"LMC","201811","IB","36",168219
"LMC","201811","OB","36",160951
"LMC","201811","OB","25",11373
"LMC","201811","IB","25",10667
"LMC","201811","OB","23",23453
"LMC","201811","IB","23",22837
"LMC","201811","OB","1",136423
"LMC","201811","IB","1",137964
"LMC","201812","IB","1",138044
"LMC","201812","OB","1",137015
"LMC","201812","IB","23",23220
"LMC","201812","OB","36",151194
"LMC","201812","IB","36",157813
"LMC","201812","OB","25",11240
"LMC","201812","IB","25",11123
"LMC","201812","OB","23",23260
"LMC","201901","IB","36",169616
"LMC","201901","OB","25",10119
"LMC","201901","IB","25",10166
"LMC","201901","OB","23",23492
"LMC","201901","IB","23",22953
"LMC","201901","OB","1",150047
"LMC","201901","IB","1",150767
"LMC","201901","OB","36",160401
"LMC","201902","OB","36",80204
"LMC","201902","IB","36",82962
"LMC","201902","OB","25",8264
"LMC","201902","IB","25",7971
"LMC","201902","OB","23",20158
"LMC","201902","IB","23",20601
"LMC","201902","IB","1",109626
"LMC","201902","OB","1",109450
"LMC","201903","IB","1",138940
"LMC","201903","OB","1",136419
"LMC","201903","IB","23",22745
"LMC","201903","OB","23",22785
"LMC","201903","IB","25",10995
"LMC","201903","OB","25",11218
"LMC","201903","IB","36",157289
"LMC","201903","OB","36",148292
"LMC","201904","IB","36",153080
"LMC","201904","OB","25",10761
"LMC","201904","OB","36",145487
"LMC","201904","IB","1",135256
"LMC","201904","OB","1",133789
"LMC","201904","IB","23",22166
"LMC","201904","OB","23",22276
"LMC","201904","IB","25",10501
"LMC","201905","IB","1",136375
"LMC","201905","IB","36",153690
"LMC","201905","OB","25",10404
"LMC","201905","IB","25",10009
"LMC","201905","OB","23",22301
"LMC","201905","IB","23",22508
"LMC","201905","OB","1",134775
"LMC","201905","OB","36",148903
"LMC","201906","OB","36",143687
"LMC","201906","IB","36",146560
"LMC","201906","OB","25",9220
"LMC","201906","IB","25",9287
"LMC","201906","OB","23",20897
"LMC","201906","IB","23",20740
"LMC","201906","IB","1",128414
"LMC","201906","OB","1",126378
"LMC","201907","IB","1",133427
"LMC","201907","OB","1",132341
"LMC","201907","IB","23",21777
"LMC","201907","OB","23",21448
"LMC","201907","IB","25",10031
"LMC","201907","OB","25",9882
"LMC","201907","IB","36",159708
"LMC","201907","OB","36",157488
"LMC","201908","IB","1",132072
"LMC","201908","OB","1",130124
"LMC","201908","IB","23",20153
"LMC","201908","OB","23",20708
"LMC","201908","IB","25",7828
"LMC","201908","OB","25",8061
"LMC","201908","IB","36",157914
"LMC","201908","OB","36",155886
"LMC","201909","IB","1",126634
"LMC","201909","OB","1",124788
"LMC","201909","IB","23",20432
"LMC","201909","OB","23",20493
"LMC","201909","IB","25",6684
"LMC","201909","OB","25",6800
"LMC","201909","IB","36",153845
"LMC","201909","OB","36",154506
"LMC","201910","IB","36",142605
"LMC","201910","OB","25",7327
"LMC","201910","IB","25",7372
"LMC","201910","OB","23",20673
"LMC","201910","IB","23",20261
"LMC","201910","OB","1",132844
"LMC","201910","IB","1",134772
"LMC","201910","OB","36",144993
"LMC","201911","IB","1",125614
"LMC","201911","OB","1",123319
"LMC","201911","IB","23",19355
"LMC","201911","OB","23",19972
"LMC","201911","IB","25",7454
"LMC","201911","OB","25",7545
"LMC","201911","IB","36",149984
"LMC","201911","OB","36",156599
"LMC","201912","OB","36",156448
"LMC","201912","IB","36",150047
"LMC","201912","OB","25",6618
"LMC","201912","IB","25",6439
"LMC","201912","OB","23",17972
"LMC","201912","IB","23",18923
"LMC","201912","IB","1",128922
"LMC","201912","OB","1",126957
"LMC","202001","IB","36",109757
"LMC","202001","OB","25",5855
"LMC","202001","IB","25",5705
"LMC","202001","OB","23",17902
"LMC","202001","IB","23",17975
"LMC","202001","OB","1",119808
"LMC","202001","IB","1",122086
"LMC","202001","OB","36",112493
"LMC","202002","IB","1",6170
"LMC","202002","OB","1",5994
"LMC","202002","IB","23",1148
"LMC","202002","OB","23",1066
"LMC","202002","IB","25",295
"LMC","202002","OB","25",274
"LMC","202002","IB","36",70946
"LMC","202002","OB","36",78292
"LMC","202003","OB","36",137519
"LMC","202003","IB","36",132983
"LMC","202003","OB","25",0
"LMC","202003","IB","25",0
"LMC","202003","OB","23",0
"LMC","202003","IB","23",0
"LMC","202003","IB","1",0
"LMC","202003","OB","1",0
"LMC","202004","OB","36",128428
"LMC","202004","IB","1",0
"LMC","202004","OB","1",0
"LMC","202004","IB","23",0
"LMC","202004","OB","23",0
"LMC","202004","IB","25",0
"LMC","202004","OB","25",0
"LMC","202004","IB","36",131633
"LMC","202005","IB","1",0
"LMC","202005","OB","1",0
"LMC","202005","IB","23",0
"LMC","202005","OB","23",0
"LMC","202005","IB","25",0
"LMC","202005","OB","25",0
"LMC","202005","IB","36",130160
"LMC","202005","OB","36",134180
"LMC","202006","IB","1",0
"LMC","202006","OB","1",0
"LMC","202006","IB","23",0
"LMC","202006","OB","23",0
"LMC","202006","IB","25",0
"LMC","202006","OB","25",0
"LMC","202006","IB","36",130147
"LMC","202006","OB","36",137296
"LMC","202007","IB","1",0
"LMC","202007","OB","1",0
"LMC","202007","IB","23",0
"LMC","202007","OB","23",0
"LMC","202007","IB","25",0
"LMC","202007","OB","25",0
"LMC","202007","IB","36",142045
"LMC","202007","OB","36",148525
"LMC","202008","OB","1",0
"LMC","202008","IB","23",0
"LMC","202008","OB","23",0
"LMC","202008","IB","25",0
"LMC","202008","OB","25",0
"LMC","202008","IB","36",139650
"LMC","202008","OB","36",144169
"LMC","202008","IB","1",0
"LMC","202009","OB","36",152531
"LMC","202009","IB","36",149055
"LMC","202009","OB","25",0
"LMC","202009","IB","25",0
"LMC","202009","OB","23",0
"LMC","202009","IB","23",0
"LMC","202009","IB","1",0
"LMC","202009","OB","1",0
"LMC","202010","IB","36",127127
"LMC","202010","OB","36",132216
"LMC","202010","OB","25",0
"LMC","202010","IB","25",0
"LMC","202010","OB","23",0
"LMC","202010","IB","23",0
"LMC","202010","OB","1",0
"LMC","202010","IB","1",0
"LMC","202011","OB","1",0
"LMC","202011","IB","23",0
"LMC","202011","OB","23",0
"LMC","202011","IB","25",0
"LMC","202011","OB","25",0
"LMC","202011","IB","36",141621
"LMC","202011","OB","36",147124
"LMC","202011","IB","1",0
"LMC","202012","IB","1",0
"LMC","202012","OB","1",0
"LMC","202012","IB","23",0
"LMC","202012","OB","23",0
"LMC","202012","IB","25",0
"LMC","202012","OB","25",0
"LMC","202012","OB","36",147797
"LMC","202012","IB","36",142769
"LMC","202101","IB","36",127206
"LMC","202101","OB","36",131457
"LMC","202101","OB","25",0
"LMC","202101","IB","25",0
"LMC","202101","OB","23",0
"LMC","202101","IB","23",0
"LMC","202101","OB","1",0
"LMC","202101","IB","1",0
"LMC","202102","OB","25",0
"LMC","202102","IB","25",0
"LMC","202102","IB","36",62274
"LMC","202102","IB","1",0
"LMC","202102","OB","36",57985
"LMC","202102","OB","1",0
"LMC","202102","IB","23",0
"LMC","202102","OB","23",0
"LMC","202103","IB","1",0
"LMC","202103","IB","36",92031
"LMC","202103","OB","25",0
"LMC","202103","IB","25",0
"LMC","202103","OB","23",0
"LMC","202103","IB","23",0
"LMC","202103","OB","1",0
"LMC","202103","OB","36",69748
"LMC","202104","IB","1",0
"LMC","202104","OB","1",0
"LMC","202104","IB","23",0
"LMC","202104","OB","23",0
"LMC","202104","IB","25",0
"LMC","202104","OB","25",0
"LMC","202104","IB","36",87602
"LMC","202104","OB","36",63413
"LMC","202105","IB","1",0
"LMC","202105","OB","1",0
"LMC","202105","IB","23",0
"LMC","202105","OB","23",0
"LMC","202105","IB","25",0
"LMC","202105","OB","25",0
"LMC","202105","IB","36",82351
"LMC","202105","OB","36",58963
"LMC","202106","OB","36",61153
"LMC","202106","IB","36",95924
"LMC","202106","OB","25",0
"LMC","202106","IB","25",0
"LMC","202106","OB","23",0
"LMC","202106","IB","23",0
"LMC","202106","OB","1",0
"LMC","202106","IB","1",0
"LMC","202107","IB","36",90914
"LMC","202107","OB","36",61486
"LMC","202107","OB","25",0
"LMC","202107","IB","25",0
"LMC","202107","OB","23",0
"LMC","202107","IB","23",0
"LMC","202107","OB","1",0
"LMC","202107","IB","1",0
"LMC","202108","OB","1",0
"LMC","202108","IB","23",0
"LMC","202108","OB","23",0
"LMC","202108","IB","25",0
"LMC","202108","OB","25",0
"LMC","202108","IB","36",87866
"LMC","202108","OB","36",60487
"LMC","202108","IB","1",0
"LMC","202109","IB","1",0
"LMC","202109","OB","1",0
"LMC","202109","IB","23",0
"LMC","202109","OB","23",0
"LMC","202109","IB","25",0
"LMC","202109","OB","25",0
"LMC","202109","OB","36",61668
"LMC","202109","IB","36",86977
"LMC","202110","IB","36",73628
"LMC","202110","OB","36",53608
"LMC","202110","OB","25",0
"LMC","202110","IB","25",0
"LMC","202110","OB","23",0
"LMC","202110","IB","23",0
"LMC","202110","OB","1",0
"LMC","202110","IB","1",0
"LMC","202111","IB","36",83688
"LMC","202111","OB","25",0
"LMC","202111","IB","25",0
"LMC","202111","OB","23",0
"LMC","202111","IB","23",0
"LMC","202111","OB","1",0
"LMC","202111","IB","1",0
"LMC","202111","OB","36",61033
"LMC","202112","IB","1",0
"LMC","202112","OB","1",0
"LMC","202112","IB","23",0
"LMC","202112","OB","23",0
"LMC","202112","IB","25",0
"LMC","202112","OB","25",0
"LMC","202112","OB","36",63105
"LMC","202112","IB","36",86173
"LMC","202201","OB","1",0
"LMC","202201","IB","23",0
"LMC","202201","OB","23",0
"LMC","202201","IB","25",0
"LMC","202201","OB","25",0
"LMC","202201","IB","36",79132
"LMC","202201","OB","36",53400
"LMC","202201","IB","1",0
"LMC","202202","IB","1",0
"LMC","202202","OB","1",0
"LMC","202202","IB","23",0
"LMC","202202","OB","23",0
"LMC","202202","IB","25",0
"LMC","202202","OB","36",26011
"LMC","202202","IB","36",31756
"LMC","202202","OB","25",0
"LMC","202203","OB","36",14111
