"关卡","年月","行驶方向","车辆种类","车流量"
"HKZMB","202205","IB","23",0
"HKZMB","202205","OB","23",0
"HKZMB","202205","IB","25",306
"HKZMB","202205","OB","25",297
"HKZMB","202205","IB","36",6069
"HKZMB","202205","OB","36",6056
"HKZMB","202206","IB","1",80
"HKZMB","202206","OB","1",16
"HKZMB","202206","IB","23",0
"HKZMB","202206","OB","23",0
"HKZMB","202206","IB","25",336
"HKZMB","202206","OB","25",339
"HKZMB","202206","IB","36",5983
"HKZMB","202206","OB","36",5986
"HKZMB","202207","IB","1",83
"HKZMB","202207","OB","1",18
"HKZMB","202207","IB","23",0
"HKZMB","202207","OB","23",0
"HKZMB","202207","IB","25",321
"HKZMB","202207","OB","25",317
"HKZMB","202207","IB","36",7952
"HKZMB","202207","OB","36",7949
"HKZMB","202208","IB","1",118
"HKZMB","202208","OB","1",43
"HKZMB","202208","IB","23",0
"HKZMB","202208","OB","23",0
"HKZMB","202208","IB","25",465
"HKZMB","202208","OB","25",462
"HKZMB","202208","IB","36",12050
"HKZMB","202208","OB","36",12059
"HKZMB","202209","OB","36",13098
"HKZMB","202209","IB","36",12985
"HKZMB","202209","OB","25",442
"HKZMB","202209","IB","25",444
"HKZMB","202209","OB","23",0
"HKZMB","202209","IB","23",0
"HKZMB","202209","IB","1",76
"HKZMB","202209","OB","1",25
"HKZMB","202210","IB","23",0
"HKZMB","202210","OB","1",38
"HKZMB","202210","IB","1",119
"HKZMB","202210","OB","23",0
"HKZMB","202210","IB","25",443
"HKZMB","202210","OB","25",457
"HKZMB","202210","IB","36",12418
"HKZMB","202210","OB","36",12313
"HKZMB","202211","IB","23",0
"HKZMB","202211","OB","1",30
"HKZMB","202211","IB","1",128
"HKZMB","202211","OB","23",0
"HKZMB","202211","OB","36",15159
"HKZMB","202211","IB","36",15161
"HKZMB","202211","OB","25",395
"HKZMB","202211","IB","25",413
"HKZMB","202212","IB","36",12747
"HKZMB","202212","OB","25",671
"HKZMB","202212","IB","25",671
"HKZMB","202212","IB","1",739
"HKZMB","202212","OB","1",543
"HKZMB","202212","IB","23",38
"HKZMB","202212","OB","23",42
"HKZMB","202212","OB","36",12651
"HKZMB","202301","IB","23",1013
"HKZMB","202301","OB","1",13483
"HKZMB","202301","IB","1",13123
"HKZMB","202301","OB","23",1019
"HKZMB","202301","IB","25",7359
"HKZMB","202301","OB","25",7345
"HKZMB","202301","IB","36",9542
"HKZMB","202301","OB","36",8883
"HKZMB","202302","IB","23",1185
"HKZMB","202302","OB","1",23477
"HKZMB","202302","IB","1",23652
"HKZMB","202302","OB","23",1185
"HKZMB","202302","OB","36",7386
"HKZMB","202302","IB","36",8840
"HKZMB","202302","OB","25",10611
"HKZMB","202302","IB","25",10621
"HKZMB","202303","IB","1",35121
"HKZMB","202303","OB","1",35430
"HKZMB","202303","IB","23",2123
"HKZMB","202303","IB","36",12693
"HKZMB","202303","OB","25",14480
"HKZMB","202303","IB","25",14474
"HKZMB","202303","OB","23",2132
"HKZMB","202303","OB","36",9150
"HKZMB","202304","IB","1",46000
"HKZMB","202304","OB","1",46991
"HKZMB","202304","IB","23",3668
"HKZMB","202304","OB","23",3661
"HKZMB","202304","IB","25",17750
"HKZMB","202304","OB","25",17739
"HKZMB","202304","IB","36",12074
"HKZMB","202304","OB","36",8972
"HKZMB","202305","OB","36",10130
"HKZMB","202305","IB","36",13813
"HKZMB","202305","OB","25",15170
"HKZMB","202305","IB","25",15151
"HKZMB","202305","OB","23",3445
"HKZMB","202305","IB","23",3441
"HKZMB","202305","OB","1",50156
"HKZMB","202305","IB","1",50401
"HKZMB","202306","IB","1",52409
"HKZMB","202306","OB","1",53745
"HKZMB","202306","IB","23",2716
"HKZMB","202306","OB","23",2718
"HKZMB","202306","IB","25",14473
"HKZMB","202306","OB","25",14451
"HKZMB","202306","IB","36",15209
"HKZMB","202306","OB","36",10917
"HKZMB","202307","IB","36",14723
"HKZMB","202307","OB","25",17839
"HKZMB","202307","IB","25",17835
"HKZMB","202307","OB","23",3492
"HKZMB","202307","IB","23",3474
"HKZMB","202307","OB","1",64844
"HKZMB","202307","IB","1",64583
"HKZMB","202307","OB","36",10815
"HKZMB","202308","IB","1",76625
"HKZMB","202308","OB","1",77348
"HKZMB","202308","IB","23",3885
"HKZMB","202308","OB","23",3903
"HKZMB","202308","IB","25",19780
"HKZMB","202308","OB","25",19776
"HKZMB","202308","IB","36",16461
"HKZMB","202308","OB","36",12145
"HKZMB","202309","IB","36",15238
"HKZMB","202309","OB","25",15124
"HKZMB","202309","IB","25",15108
"HKZMB","202309","OB","23",3237
"HKZMB","202309","IB","23",3193
"HKZMB","202309","OB","1",76803
"HKZMB","202309","IB","1",70487
"HKZMB","202309","OB","36",12216
"HKZMB","202310","IB","1",101299
"HKZMB","202310","OB","1",97256
"HKZMB","202310","IB","23",4555
"HKZMB","202310","OB","23",4521
"HKZMB","202310","IB","25",18390
"HKZMB","202310","OB","25",18377
"HKZMB","202310","IB","36",14848
"HKZMB","202310","OB","36",12156
"HKZMB","202311","IB","36",15675
"HKZMB","202311","OB","36",13332
"HKZMB","202311","OB","25",17831
"HKZMB","202311","IB","25",17827
"HKZMB","202311","OB","23",3842
"HKZMB","202311","IB","23",3844
"HKZMB","202311","OB","1",100692
"HKZMB","202311","IB","1",99616
"HKZMB","202312","OB","1",129873
"HKZMB","202312","IB","1",125815
"HKZMB","202312","IB","23",5775
"HKZMB","202312","OB","23",5775
"HKZMB","202312","IB","25",21551
"HKZMB","202312","OB","25",21560
"HKZMB","202312","IB","36",14036
"HKZMB","202312","OB","36",12180
"HKZMB","202401","IB","36",13816
"HKZMB","202401","OB","25",18980
"HKZMB","202401","IB","25",18992
"HKZMB","202401","OB","23",4718
"HKZMB","202401","IB","23",4722
"HKZMB","202401","OB","1",114409
"HKZMB","202401","IB","1",117129
"HKZMB","202401","OB","36",12585
"HKZMB","202402","OB","36",8897
"HKZMB","202402","IB","36",9966
"HKZMB","202402","OB","25",21281
"HKZMB","202402","IB","25",21284
"HKZMB","202402","OB","23",5816
"HKZMB","202402","IB","1",135398
"HKZMB","202402","IB","23",5800
"HKZMB","202402","OB","1",135999
"HKZMB","202403","IB","23",6185
"HKZMB","202403","OB","1",145329
"HKZMB","202403","IB","1",134181
"HKZMB","202403","OB","23",6192
"HKZMB","202403","OB","36",12267
"HKZMB","202403","IB","36",14243
"HKZMB","202403","OB","25",22394
"HKZMB","202403","IB","25",22395
"HKZMB","202404","IB","1",143171
"HKZMB","202404","OB","1",134572
"HKZMB","202404","OB","36",12497
"HKZMB","202404","IB","36",13786
"HKZMB","202404","OB","25",20958
"HKZMB","202404","IB","25",20861
"HKZMB","202404","OB","23",6044
"HKZMB","202404","IB","23",6014
"HKZMB","202405","IB","1",139102
"HKZMB","202405","OB","23",5907
"HKZMB","202405","IB","25",19436
"HKZMB","202405","OB","25",19432
"HKZMB","202405","IB","36",14728
"HKZMB","202405","IB","23",5930
"HKZMB","202405","OB","1",139576
"HKZMB","202405","OB","36",12958
"HKZMB","202406","IB","1",133532
"HKZMB","202406","OB","1",142539
"HKZMB","202406","IB","23",6276
"HKZMB","202406","OB","23",6272
"HKZMB","202406","IB","25",19147
"HKZMB","202406","OB","25",19161
"HKZMB","202406","IB","36",13998
"HKZMB","202406","OB","36",12169
"HKZMB","202407","IB","36",16096
"HKZMB","202407","OB","25",20560
"HKZMB","202407","OB","36",12987
"HKZMB","202407","IB","1",146036
"HKZMB","202407","OB","1",138165
"HKZMB","202407","IB","23",6201
"HKZMB","202407","OB","23",6209
"HKZMB","202407","IB","25",20558
"HKZMB","202408","IB","1",152536
"HKZMB","202408","IB","36",18060
"HKZMB","202408","OB","25",21365
"HKZMB","202408","IB","25",21371
"HKZMB","202408","OB","23",6324
"HKZMB","202408","IB","23",6329
"HKZMB","202408","OB","1",157140
"HKZMB","202408","OB","36",13762
"HKZMB","202409","IB","36",17321
"HKZMB","202409","OB","25",17222
"HKZMB","202409","IB","25",17211
"HKZMB","202409","OB","23",5724
"HKZMB","202409","IB","23",5730
"HKZMB","202409","OB","1",127362
"HKZMB","202409","IB","1",129426
"HKZMB","202409","OB","36",12783
"HKZMB","202410","IB","23",7315
"HKZMB","202410","OB","1",158684
"HKZMB","202410","IB","1",159906
"HKZMB","202410","OB","23",7324
"HKZMB","202410","IB","25",20657
"HKZMB","202410","OB","25",20667
"HKZMB","202410","IB","36",18937
"HKZMB","202410","OB","36",13764
"HKZMB","202411","IB","23",6001
"HKZMB","202411","OB","1",143133
"HKZMB","202411","IB","1",137319
"HKZMB","202411","OB","23",5992
"HKZMB","202411","OB","36",14364
"HKZMB","202411","IB","36",20786
"HKZMB","202411","OB","25",19697
"HKZMB","202411","IB","25",19714
"HKZMB","202412","IB","1",156532
"HKZMB","202412","OB","1",154497
"HKZMB","202412","IB","23",8008
"HKZMB","202412","IB","36",21333
"HKZMB","202412","OB","25",21303
"HKZMB","202412","IB","25",21299
"HKZMB","202412","OB","23",8000
"HKZMB","202412","OB","36",14171
"HKZMB","202501","IB","36",20120
"HKZMB","202501","OB","25",20878
"HKZMB","202501","OB","36",13322
"HKZMB","202501","IB","1",150508
"HKZMB","202501","OB","1",167073
"HKZMB","202501","IB","23",7785
"HKZMB","202501","OB","23",7747
"HKZMB","202501","IB","25",20890
"HKZMB","202502","IB","1",156083
"HKZMB","202502","IB","36",16151
"HKZMB","202502","OB","25",19423
"HKZMB","202502","IB","25",19410
"HKZMB","202502","OB","23",6871
"HKZMB","202502","IB","23",6853
"HKZMB","202502","OB","1",141072
"HKZMB","202502","OB","36",10978
"HKZMB","202503","IB","36",21714
"HKZMB","202503","OB","25",21330
"HKZMB","202503","IB","25",21323
"HKZMB","202503","OB","23",6564
"HKZMB","202503","IB","23",6569
"HKZMB","202503","OB","1",155502
"HKZMB","202503","IB","1",156943
"HKZMB","202503","OB","36",14020
"HKZMB","202504","IB","23",9639
"HKZMB","202504","OB","1",175433
"HKZMB","202504","IB","1",173346
"HKZMB","202504","OB","23",9634
"HKZMB","202504","IB","25",20984
"HKZMB","202504","OB","25",20999
"HKZMB","202504","IB","36",21202
"HKZMB","202504","OB","36",13659
"HKZMB","202505","IB","23",7544
"HKZMB","202505","OB","1",181552
"HKZMB","202505","IB","1",174408
"HKZMB","202505","OB","23",7550
"HKZMB","202505","OB","36",14629
"HKZMB","202505","IB","36",23391
"HKZMB","202505","OB","25",20530
"HKZMB","202505","IB","25",20556
"HKZMB","202506","IB","1",162956
"HKZMB","202506","OB","1",161117
"HKZMB","202506","IB","23",6170
"HKZMB","202506","IB","36",24398
"HKZMB","202506","OB","25",19915
"HKZMB","202506","IB","25",19900
"HKZMB","202506","OB","23",6164
"HKZMB","202506","OB","36",14462
"HKZMB","202507","OB","25",21970
"HKZMB","202507","IB","36",25502
"HKZMB","202507","OB","36",14980
"HKZMB","202507","IB","1",164298
"HKZMB","202507","OB","1",167064
"HKZMB","202507","IB","23",6247
"HKZMB","202507","OB","23",6280
"HKZMB","202507","IB","25",21966
"HKZMB","202508","IB","1",187090
"HKZMB","202508","OB","36",15732
"HKZMB","202508","IB","36",26458
"HKZMB","202508","OB","25",23712
"HKZMB","202508","IB","25",23722
"HKZMB","202508","OB","23",7067
"HKZMB","202508","IB","23",7089
"HKZMB","202508","OB","1",187035
"HKZMB","202509","IB","1",145739
"HKZMB","202509","OB","36",17404
"HKZMB","202509","IB","36",27802
"HKZMB","202509","OB","25",17753
"HKZMB","202509","IB","25",17746
"HKZMB","202509","OB","23",5522
"HKZMB","202509","IB","23",5509
"HKZMB","202509","OB","1",147736
"HKZMB","202510","OB","23",6963
"HKZMB","202510","IB","25",20049
"HKZMB","202510","OB","25",20063
"HKZMB","202510","IB","36",28446
"HKZMB","202510","OB","36",18501
"HKZMB","202510","IB","1",195178
"HKZMB","202510","OB","1",196820
"HKZMB","202510","IB","23",6962
"HKZMB","202511","IB","1",170896
"HKZMB","202511","OB","1",170602
"HKZMB","202511","OB","36",19126
"HKZMB","202511","IB","36",30410
"HKZMB","202511","OB","25",19764
"HKZMB","202511","IB","25",19794
"HKZMB","202511","OB","23",6091
"HKZMB","202511","IB","23",6074
"HKZMB","202512","IB","1",189838
"HKZMB","202512","IB","36",30030
"HKZMB","202512","OB","25",21645
"HKZMB","202512","IB","25",21602
"HKZMB","202512","OB","23",7529
"HKZMB","202512","IB","23",7531
"HKZMB","202512","OB","1",194759
"HKZMB","202512","OB","36",18421
"HKZMB","202601","IB","1",183355
"HKZMB","202601","OB","1",184976
"HKZMB","202601","IB","23",6228
"HKZMB","202601","OB","36",17795
"HKZMB","202601","IB","25",19734
"HKZMB","202601","OB","25",19724
"HKZMB","202601","IB","36",28664
"HKZMB","202601","OB","23",6231
